Order Number,Date Ordered,Date Due,Product Name,Product Code,Size,Color,Line Qty,Decoration Process,Unit Price,Line Total,Tax,Tax Exempt,Order Total,Order Shipping Total,PO Number,Supplier PO Number,Production Staff Account,Store Name,Company,Billing First Name,Billing Last Name,Billing Email Address,Billing Address,Billing City,Billing State,Billing Postcode/zip,Billing Phone No.,Shipping First Name,Shipping Last Name,Shipping Address,Shipping City,Shipping State,Shipping Postcode/zip,Shipping Phone No.,Shipping Method,Design Name,Design Price
360761,5/6/2024,5/9/2024,Customer Provided Polo,3,,Red ,1,EMB,25,25,2.06,No,135.32,0,,,N/A,Amazon LLC,Customer Company,BEN FINLEY,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7962,BEN FINLEY,Last Names,190 customer adreess,Austin,Texas,12345,123-456-7961,In-Store Customer Pickup,BETA NU  1 ,0
360761,5/6/2024,5/9/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,135.32,0,,,N/A,Amazon LLC,Customer Company,BEN FINLEY,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7963,BEN FINLEY,Last Names,191 customer adreess,Austin,Texas,12345,123-456-7962,In-Store Customer Pickup,N/A,N/A
360762,5/6/2024,5/13/2024,Customer Provided Polo,3,,Black ,4,"EMB,EMB",50,200,16.5,No,216.5,0,,,N/A,Amazon LLC,Customer Company,james ardoin,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7964,james ardoin,Last Names,192 customer adreess,Austin,Texas,12345,123-456-7963,In-Store Customer Pickup,"JAMES   CO  2 , JAMES   CO  2 ",0
360762,5/6/2024,5/13/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,216.5,0,,,N/A,Amazon LLC,Customer Company,james ardoin,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7965,james ardoin,Last Names,193 customer adreess,Austin,Texas,12345,123-456-7964,In-Store Customer Pickup,N/A,N/A
360763,5/7/2024,5/9/2024,Adult Heavy Cotton™ 5.3 oz. T-Shirt,G500,Medium x 1,White ,1,DTF,25.13,25.13,2.07,No,146.7,0,,TX13369,N/A,Amazon LLC,Customer Company,Jazmin Porter,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7966,Jazmin Porter,Last Names,194 customer adreess,Austin,Texas,12345,123-456-7965,In-Store Customer Pickup,unnamed  2 ,0
360763,5/7/2024,5/9/2024,Adult Heavy Cotton™ 5.3 oz. T-Shirt,G500,"Small x 1, Medium x 1, X Large x 1",Black ,3,DTF,25.13,75.39,6.22,No,146.7,0,,TX13369,N/A,Amazon LLC,Customer Company,Jazmin Porter,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7967,Jazmin Porter,Last Names,195 customer adreess,Austin,Texas,12345,123-456-7966,In-Store Customer Pickup,unnamed  2 ,0
360763,5/7/2024,5/9/2024,Customer Provided T-shirts,1,,White ,1,DTF,20,20,1.65,No,146.7,0,,TX13369,N/A,Amazon LLC,Customer Company,Jazmin Porter,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7968,Jazmin Porter,Last Names,196 customer adreess,Austin,Texas,12345,123-456-7967,In-Store Customer Pickup,unnamed  2 ,0
360763,5/7/2024,5/9/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,146.7,0,,TX13369,N/A,Amazon LLC,Customer Company,Jazmin Porter,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7969,Jazmin Porter,Last Names,197 customer adreess,Austin,Texas,12345,123-456-7968,In-Store Customer Pickup,N/A,N/A
360763,5/7/2024,5/9/2024,2-3 Days Rush,RUSH ORDER FEE,,,1,,15,15,1.24,No,146.7,0,,TX13369,N/A,Amazon LLC,Customer Company,Jazmin Porter,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7970,Jazmin Porter,Last Names,198 customer adreess,Austin,Texas,12345,123-456-7969,In-Store Customer Pickup,N/A,N/A
360769,5/7/2024,5/9/2024,Customer Provided T-shirts,1,,Light Blue ,6,DTF,20,120,9.9,No,149.39,0,,,N/A,Amazon LLC,Customer Company,Donita Riley-Jones,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7971,Donita Riley-Jones,Last Names,199 customer adreess,Austin,Texas,12345,123-456-7970,In-Store Customer Pickup,Copy of Vintage and Retro Holiday Travel Agent Logo,0
360769,5/7/2024,5/9/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,149.39,0,,,N/A,Amazon LLC,Customer Company,Donita Riley-Jones,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7972,Donita Riley-Jones,Last Names,200 customer adreess,Austin,Texas,12345,123-456-7971,In-Store Customer Pickup,N/A,N/A
360769,5/7/2024,5/9/2024,2-3 Days Rush,RUSH ORDER FEE,,,1,,18,18,1.49,No,149.39,0,,,N/A,Amazon LLC,Customer Company,Donita Riley-Jones,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7973,Donita Riley-Jones,Last Names,201 customer adreess,Austin,Texas,12345,123-456-7972,In-Store Customer Pickup,N/A,N/A
360773,5/7/2024,5/10/2024,Customer Provided Towel,0000 Hand Towel,OS x 12,White ,12,EMB,15,180,14.85,No,248.98,0,,,N/A,Amazon LLC,Customer Company,shaheen,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7974,shaheen,Last Names,202 customer adreess,Austin,,12345,123-456-7973,In-Store Customer Pickup,house,0
360773,5/7/2024,5/10/2024,Digitizing Fee,,,,1,,50,50,4.13,No,248.98,0,,,N/A,Amazon LLC,Customer Company,shaheen,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7975,shaheen,Last Names,203 customer adreess,Austin,,12345,123-456-7974,In-Store Customer Pickup,,0
360773,5/7/2024,5/10/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,248.98,0,,,N/A,Amazon LLC,Customer Company,shaheen,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7976,shaheen,Last Names,204 customer adreess,Austin,,12345,123-456-7975,In-Store Customer Pickup,N/A,N/A
360774,5/7/2024,5/16/2024,Customer Provided T-shirts,1,,Ice Blue ,12,DTF,15,180,14.85,No,194.85,0,,,N/A,Amazon LLC,Customer Company,Michelle Mccay,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7977,Michelle Mccay,Last Names,205 customer adreess,Austin,Texas,12345,123-456-7976,In-Store Customer Pickup,Untitled 3,0
360774,5/7/2024,5/16/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,194.85,0,,,N/A,Amazon LLC,Customer Company,Michelle Mccay,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7978,Michelle Mccay,Last Names,206 customer adreess,Austin,Texas,12345,123-456-7977,In-Store Customer Pickup,N/A,N/A
360775,5/7/2024,5/10/2024,Adult Heavy Cotton™ 5.3 oz. T-Shirt,G500,"Medium x 1, Large x 2, X Large x 1",Irish Green ,4,DTF,25.13,100.52,8.29,No,108.81,0,,TX13369,N/A,Amazon LLC,Customer Company,Sonja Dunaway,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7979,Sonja Dunaway,Last Names,207 customer adreess,Austin,Texas,12345,123-456-7978,In-Store Customer Pickup,unnamed  3 ,0
360775,5/7/2024,5/10/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,108.81,0,,TX13369,N/A,Amazon LLC,Customer Company,Sonja Dunaway,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7980,Sonja Dunaway,Last Names,208 customer adreess,Austin,Texas,12345,123-456-7979,In-Store Customer Pickup,N/A,N/A
360777,5/7/2024,5/20/2024,Snapback Trucker Cap,PB222,OSFM x 24,Red Red Red ,24,EMB,19.79,474.96,39.18,No,1542.42,0,,TX13372,N/A,Amazon LLC,Customer Company,CARLOS,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7981,CARLOS,Last Names,209 customer adreess,Austin,,12345,123-456-7980,In-Store Customer Pickup,Real Turf White,0
360777,5/7/2024,5/20/2024,Snapback Trucker Cap,PB222,OSFM x 24,White White White ,24,EMB,19.79,474.96,39.18,No,1542.42,0,,TX13372,N/A,Amazon LLC,Customer Company,CARLOS,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7982,CARLOS,Last Names,210 customer adreess,Austin,,12345,123-456-7981,In-Store Customer Pickup,realturf,0
360777,5/7/2024,5/20/2024,Snapback Trucker Cap,PB222,OSFM x 12,Red White White ,12,EMB,19.79,237.48,19.59,No,1542.42,0,,TX13372,N/A,Amazon LLC,Customer Company,CARLOS,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7983,CARLOS,Last Names,211 customer adreess,Austin,,12345,123-456-7982,In-Store Customer Pickup,Real Turf White,0
360777,5/7/2024,5/20/2024,Snapback Trucker Cap,PB222,OSFM x 12,Black Black Black ,12,EMB,19.79,237.48,19.59,No,1542.42,0,,TX13372,N/A,Amazon LLC,Customer Company,CARLOS,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7984,CARLOS,Last Names,212 customer adreess,Austin,,12345,123-456-7983,In-Store Customer Pickup,realturf,0
360777,5/7/2024,5/20/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,1542.42,0,,TX13372,N/A,Amazon LLC,Customer Company,CARLOS,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7985,CARLOS,Last Names,213 customer adreess,Austin,,12345,123-456-7984,In-Store Customer Pickup,N/A,N/A
360778,5/7/2024,5/13/2024,Customer Provided T-shirts,1,,Black ,14,SCR,15,210,17.33,No,653.84,0,,,N/A,Amazon LLC,Customer Company,Jaquia,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7986,Jaquia,Last Names,214 customer adreess,Austin,,12345,123-456-7985,In-Store Customer Pickup,order 358936 3037117956 Front Front,0
360778,5/7/2024,5/13/2024,Customer Provided T-shirts,1,,Black ,13,"DTF,DTF",18,234,19.31,No,653.84,0,,,N/A,Amazon LLC,Customer Company,Jaquia,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7987,Jaquia,Last Names,215 customer adreess,Austin,,12345,123-456-7986,In-Store Customer Pickup,"image0  1 , image1",0
360778,5/7/2024,5/13/2024,Customer Provided Hat,4,,Black ,4,DTF,10,40,3.3,No,653.84,0,,,N/A,Amazon LLC,Customer Company,Jaquia,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7988,Jaquia,Last Names,216 customer adreess,Austin,,12345,123-456-7987,In-Store Customer Pickup,order 358936 3037117956 Front Front,0
360778,5/7/2024,5/13/2024,Customer Provided T-shirts,1,,Black ,2,DTF,20,40,3.3,No,653.84,0,,,N/A,Amazon LLC,Customer Company,Jaquia,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7989,Jaquia,Last Names,217 customer adreess,Austin,,12345,123-456-7988,In-Store Customer Pickup,D7A47C16 9D73 47DD 9B58 145A5ED4A47E,0
360778,5/7/2024,5/13/2024,Customer Provided T-shirts,1,,Red ,1,DTF,20,20,1.65,No,653.84,0,,,N/A,Amazon LLC,Customer Company,Jaquia,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7990,Jaquia,Last Names,218 customer adreess,Austin,,12345,123-456-7989,In-Store Customer Pickup,61844DEF 9188 4867 916F 32AEEFA4E044,0
360778,5/7/2024,5/13/2024,Customer Provided T-shirts,1,,White ,3,DTF,20,60,4.95,No,653.84,0,,,N/A,Amazon LLC,Customer Company,Jaquia,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7991,Jaquia,Last Names,219 customer adreess,Austin,,12345,123-456-7990,In-Store Customer Pickup,GULLY,0
360778,5/7/2024,5/13/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,653.84,0,,,N/A,Amazon LLC,Customer Company,Jaquia,Last Names,customer@email.com,Custom Billing Address,Austin,,12345,123-456-7992,Jaquia,Last Names,220 customer adreess,Austin,,12345,123-456-7991,In-Store Customer Pickup,N/A,N/A
360780,5/7/2024,5/10/2024,Adult Heavy Cotton™ 5.3 oz. T-Shirt,G500,X Large x 6,Black ,6,"DTF,DTF",20.13,120.78,9.96,No,250.38,0,,TX13375,N/A,Amazon LLC,Customer Company,Nee Gotti,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7993,Nee Gotti,Last Names,221 customer adreess,Austin,Texas,12345,123-456-7992,In-Store Customer Pickup,"logo template for a sex shop featuring a neon heart shaped cherry 5115d 2, Untitled 1",0
360780,5/7/2024,5/10/2024,Adult Heavy Cotton™ 5.3 oz. T-Shirt,G500,"Medium x 2, Large x 2",Black ,4,"DTF,DTF",20.13,80.52,6.64,No,250.38,0,,TX13375,N/A,Amazon LLC,Customer Company,Nee Gotti,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7994,Nee Gotti,Last Names,222 customer adreess,Austin,Texas,12345,123-456-7993,In-Store Customer Pickup,"logo template for a sex shop featuring a neon heart shaped cherry 5115d 2, Untitled 1",0
360780,5/7/2024,5/10/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,250.38,0,,TX13375,N/A,Amazon LLC,Customer Company,Nee Gotti,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7995,Nee Gotti,Last Names,223 customer adreess,Austin,Texas,12345,123-456-7994,In-Store Customer Pickup,N/A,N/A
360780,5/7/2024,5/10/2024,2-3 Days Rush,RUSH ORDER FEE,,,1,,30,30,2.48,No,250.38,0,,TX13375,N/A,Amazon LLC,Customer Company,Nee Gotti,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7996,Nee Gotti,Last Names,224 customer adreess,Austin,Texas,12345,123-456-7995,In-Store Customer Pickup,N/A,N/A
360786,5/8/2024,5/8/2024,Circle Unisex Jersey Short Sleeve Tee 4.3 Oz,2581,"XS x 2, Small x 2, Medium x 2, Large x 4, X Large x 1",Dark Grey Heather ,11,"DTF,DTF",38.75,426.25,35.17,No,520.96,0,,TX13371,N/A,Amazon LLC,Customer Company,JESUS,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7997,JESUS,Last Names,225 customer adreess,Austin,Texas,12345,123-456-7996,In-Store Customer Pickup,IMG 6325a,0
360786,5/8/2024,5/8/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,520.96,0,,TX13371,N/A,Amazon LLC,Customer Company,JESUS,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7998,JESUS,Last Names,226 customer adreess,Austin,Texas,12345,123-456-7997,In-Store Customer Pickup,N/A,N/A
360786,5/8/2024,5/8/2024,Same Day (Limited) - Local Only,RUSH ORDER FEE,,,1,,55,55,4.54,No,520.96,0,,TX13371,N/A,Amazon LLC,Customer Company,JESUS,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-7999,JESUS,Last Names,227 customer adreess,Austin,Texas,12345,123-456-7998,In-Store Customer Pickup,N/A,N/A
360789,5/8/2024,5/17/2024,Customer Provided T-shirts,1,,White ,12,EMB,8,96,7.92,No,311.76,0,,,N/A,Amazon LLC,Customer Company,Mike,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-8000,Mike,Last Names,228 customer adreess,Austin,Texas,12345,123-456-7999,In-Store Customer Pickup,Meyerland  7 Black,0
360789,5/8/2024,5/17/2024,Customer Provided Shorts,16,,Black ,24,EMB,8,192,15.84,No,311.76,0,,,N/A,Amazon LLC,Customer Company,Mike,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-8001,Mike,Last Names,229 customer adreess,Austin,Texas,12345,123-456-8000,In-Store Customer Pickup,Meyerland  7,0
360789,5/8/2024,5/17/2024,In-Store Customer Pickup,SHIPPING FEE,,,1,,0,0,0,No,311.76,0,,,N/A,Amazon LLC,Customer Company,Mike,Last Names,customer@email.com,Custom Billing Address,Austin,Texas,12345,123-456-8002,Mike,Last Names,230 customer adreess,Austin,Texas,12345,123-456-8001,In-Store Customer Pickup,N/A,N/A
,,,,,,,,,,,,,,,,,,,Customer Company,,,,,,,,,,,,,,,,,,
